"9756426737.443014","-273523050008.5925","1631.019083925241","-273523050008.5925","7668333073831.961","-45833.07048400258","1631.019083925241","-45833.07048400258","0.0009919439356284258"
"960349087034.4756","-4829954454526.027","18254.00736768995","-4829954454526.027","24291647910602.6","-91818.36709503522","18254.00736768995","-91818.36709503522","0.0012814974220739272"
"3862137559827.1753","-9411883997710.22","16235.093388653448","-9411883997710.22","22936407507680.766","-39563.64851076855","16235.093388653448","-39563.64851076855","0.0003216161550691476"
"19176631432517.086","12082075978254.703","4070.0482355986856","12082075978254.703","7612210816189.223","2565.6081409367575","4070.0482355986856","2565.6081409367575","0.00018754056587124565"
"26514583571453.777","27473380525221.09","-30804.1839631486","27473380525221.09","28466848757205.848","-31915.949592305507","-30804.1839631486","-31915.949592305507","0.00023767242900222954"
"8990121809427.562","10343631538287.416","1296.4670767592995","10343631538287.416","11900919382930.383","1492.0052247824099","1296.4670767592995","1492.0052247824099","0.0002815993449674815"
"140173009713.6005","581392997876.137","-3391.194355188092","581392997876.137","2411433300029.4346","-14062.64658865187","-3391.194355188092","-14062.64658865187","0.0005235735688156246"
"343208971273.8844","-197179640925.43387","542.379959536873","-197179640925.43387","113283300722.22","-312.6006415139842","542.379959536873","-312.6006415139842","0.0003284508790013948"
"799517886482.1147","-1210638912452.2603","1974.7411407194909","-1210638912452.2603","1833163125239.1401","-2993.428870722994","1974.7411407194909","-2993.428870722994","0.0004250112073747448"
"10049409649.93998","-256154322234.54144","-369.4436763306716","-256154322234.54144","6529250918173.121","9367.964543187705","-369.4436763306716","9367.964543187705","0.0005907187762795436"
"144999850514.49478","-1125110460608.7048","-215.07779106037995","-1125110460608.7048","8730171914909.724","1660.7361634313627","-215.07779106037995","1660.7361634313627","0.0006818989079736329"
"189149256385.54733","853648623103.6584","14.868445319757319","853648623103.6584","3852597733969.882","74.21100033551762","14.868445319757319","74.21100033551762","0.0005170110244047621"
"453924309240.7925","761725279981.4838","-562.8864530500808","761725279981.4838","1278242672188.22","-942.6506508791737","-562.8864530500808","-942.6506508791737","0.0002155473556818574"
"146199127142.53943","191004165052.59244","45.56817532556392","191004165052.59244","249540461001.7163","58.5455991369526","45.56817532556392","58.5455991369526","7.535201633255923e-05"
"28275414746.822998","-317712895996.89514","147.08689892895646","-317712895996.89514","3569941006248.017","-1649.4189744227692","147.08689892895646","-1649.4189744227692","6.395840964937166e-05"
"354363962176.43896","456768993730.21594","-2892.026119964214","456768993730.21594","588767482335.4685","-3729.0639398813514","-2892.026119964214","-3729.0639398813514","0.00017292453428539482"
"371900666985.54047","-474783920618.96893","-3877.0840069731685","-474783920618.96893","606129026959.9113","4950.2523722136675","-3877.0840069731685","4950.2523722136675","0.00023384353615766548"
"22176664532.491386","264976364239.5442","1106.3167950473849","264976364239.5442","3166055657170.671","13209.58903573213","1106.3167950473849","13209.58903573213","0.00041863218731456425"
"41828453289.57126","974105636844.927","2068.938850320702","974105636844.927","22685098040593.254","48191.412600110394","2068.938850320702","48191.412600110394","0.000506790817494084"
"26653751180.52824","882743422151.7651","1626.276082443842","882743422151.7651","29235576132698.527","53913.23798799347","1626.276082443842","53913.23798799347","0.0007007081643975039"
"39409253939.87696","1072024682124.6301","2639.306405409287","1072024682124.6301","29161615811637.047","71828.1260638693","2639.306405409287","71828.1260638693","0.0006299631901363545"
"17493715183590.947","32046341942997.957","6303.944576223644","32046341942997.957","58704970486669.664","11553.173982907449","6303.944576223644","11553.173982907449","0.0007821624051794023"
"60839822447359.484","63184077250580.02","-15729.496173278862","63184077250580.02","65618660041901.81","-16323.05027258215","-15729.496173278862","-16323.05027258215","0.001605015605606876"
"94703565343.96169","-1569708335156.5144","-1968.0909169212205","-1569708335156.5144","26017867852606.516","32607.85489226858","-1968.0909169212205","32607.85489226858","0.0013368816113738218"
"2970613529394.0166","-5443629821362.071","-15555.715698335001","-5443629821362.071","9975416079031.082","28498.58355070884","-15555.715698335001","28498.58355070884","0.001320695510655227"
"1653890549384.317","-6844111432523.645","-7378.540006297475","-6844111432523.645","28322226025268.49","30518.697939768637","-7378.540006297475","30518.697939768637","0.0009881454932138987"
"573309584655.6309","1446260631853.1626","1660.9328745896687","1446260631853.1626","3648412495758.98","4192.577573912575","1660.9328745896687","4192.577573912575","0.0008903231757279165"
"9826371517558.557","-7593820120653.695","21637.367639245844","-7593820120653.695","5868504381566.834","-16720.257797149443","21637.367639245844","-16720.257797149443","0.00045766564044124117"
"2025586528286.9639","-2083952335138.4197","-7219.870267122739","-2083952335138.4197","2144000101248.529","7419.374016088224","-7219.870267122739","7419.374016088224","0.0004909324498431652"
"794103411909.4749","2049405435889.75","-7318.72617008439","2049405435889.75","5289062678432.17","-18885.630408731016","-7318.72617008439","-18885.630408731016","0.0005212040261431274"
"2973122795070.891","-9078393841214.475","5469.019621350752","-9078393841214.475","27720764389335.188","-16704.929099935955","5469.019621350752","-16704.929099935955","0.00032429663151128046"
"4163251268051.0537","3032242208399.6997","-19442.257819402043","3032242208399.6997","2208488680835.357","-14161.71333289709","-19442.257819402043","-14161.71333289709","0.00030995956878144095"
"6377745798082.29","7201336797847.828","3317.6955175929634","7201336797847.828","8131282468043.557","3745.6665707201437","3317.6955175929634","3745.6665707201437","0.00026556652605365605"
"23611414184236.816","17248173827709.975","18907.348853224154","17248173827709.975","12599817257735.693","13821.567577795458","18907.348853224154","13821.567577795458","0.0010080166645228684"
"21766787214894.88","16565589992057.88","38727.11303450136","16565589992057.88","12607225059301.09","29499.31010397815","38727.11303450136","29499.31010397815","0.0013167141146944222"
"1905350665156.4014","-2945490088230.998","-19795.59915710141","-2945490088230.998","4553447079578.82","30623.326859294815","-19795.59915710141","30623.326859294815","0.0011405048158697844"
"3122731118297.419","-15505031813085.559","27652.152435007058","-15505031813085.559","76985819847082.69","-137307.6181440893","27652.152435007058","-137307.6181440893","0.001201202111138707"
"41766176560.08716","-308144466520.9261","1599.1711918244412","-308144466520.9261","2273446829559.395","-11850.375435047248","1599.1711918244412","-11850.375435047248","0.0011978770626243055"
"2945613328152.208","11926023894149.979","6305.857160898039","11926023894149.979","48285376941295.13","25511.57041064638","6305.857160898039","25511.57041064638","0.0015456140380271243"
"190923669662.48868","843621040975.1232","-1431.7506470842904","843621040975.1232","3727655734941.032","-6373.816029881787","-1431.7506470842904","-6373.816029881787","0.0006985148749521049"
"1261148015395.1956","-1770624059005.1267","1841.9990337102736","-1770624059005.1267","2485920150229.243","-2585.931304466043","1841.9990337102736","-2585.931304466043","0.00038981356392739846"
"28201097430.187572","-424828893889.5567","-483.82254676132993","-424828893889.5567","6399818784316.102","7206.581483440308","-483.82254676132993","7206.581483440308","0.0006260108816477476"
"1575894709990.1787","1953374514638.0632","9828.430175149819","1953374514638.0632","2421276055972.921","12130.89360219621","9828.430175149819","12130.89360219621","0.0015171855945009761"
"214758008466.08197","-201523967316.00372","-1142.785215587069","-201523967316.00372","189105626551.68945","1072.660726109945","-1142.785215587069","1072.660726109945","0.0005151262836892137"
"198688606205.97775","673378108459.7588","-249.517918631617","673378108459.7588","2282161730964.765","-850.4045379212278","-249.517918631617","-850.4045379212278","0.0001672057479529684"
